strain,sex,id,bw,center_time,center_dist,periphery_time,periphery_dist,periphery_dist_pct,activity,lean,rear,jump,defec,groom_freq,groom_dur,groom_bout,task_time_d1,task_time_d2,task_time_d3,task_time_d4,task_time_d5,num_arms_d1,num_arms_d2,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_adj_d3,num_arms_adj_d4,num_arms_adj_d5,num_arms_adj_d3_d5,errors_d1,errors_d2,errors_d3,errors_d4,errors_d5,errors_d3_d5,visit_time_d3,visit_time_d4,visit_time_d5,visit_time_d3_d5,latency_d1,latency_d2,attack_d1,attack_d2,attack_combine,brain_wt,brain_wt_pct,hippocampus_L,hippocampus_R,iipmf_L,iipmf_R,iipmf_pct_L,iipmf_pct_R,iipmf_pct_mean,hilus_L,hilus_R,hilus_pct_L,hilus_pct_R,hilus_pct_mean,supra_L,supra_R,supra_pct_L,supra_pct_R,supra_pct_mean,pyr_L,pyr_R,pyr_pct_L,pyr_pct_R,pyr_pct_mean,oriens_L,oriens_R,oriens_pct_L,oriens_pct_R,oriens_pct_mean,rad_L,rad_R,rad_pct_L,rad_pct_R,rad_pct_mean,lacun_L,lacun_R,lacun_pct_L,lacun_pct_R,lacun_pct_mean
BXD68,f,1690,18.40,35,4163,65,6717,61.74,10880,120,71,1,3,10,21.12,2.112,357,263,317,508,103,5,5,6,6,8,0.7000,0.7000,2.700,1.367,10,6,6,5,0,11,22.64,39.08,12.88,24.86,,,,,,0.3800,2.065,1948400.2,1746553.6,29282.4,26878.4,1.503,1.539,1.521,173956.6,168873.2,8.928,9.669,9.299,236213,168200.4,12.12,9.630,10.88,295044.2,248932,15.14,14.25,14.70,642580,586181.6,32.98,33.56,33.27,508513.6,485086,26.10,27.77,26.94,92092.8,89280.4,4.727,5.112,4.919
BXD68,f,2407,23.80,50,6164,50,5303,46.25,11467,42,53,0,0,5,73.84,14.77,531,434,1089,875,332,5,5,5,4,5,-0.3000,-1.300,-0.3000,-0.6333,6,10,35,15,8,58,25.33,38.04,20.75,28.04,,,,,,0.4100,1.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD68,f,2408,27.10,36,4595,64,7076,60.63,11671,67,41,0,0,10,86,8.600,821,1010,244,357,263,6,4,6,6,5,0.7000,0.7000,-0.3000,0.3667,15,35,5,11,6,22,18.77,18.79,18.79,18.78,,,,,,0.4300,1.587,1365101.4,1376768.4,23645.8,23680.4,1.732,1.720,1.726,142911.4,138629.8,10.47,10.07,10.27,169301,167506.4,12.40,12.17,12.28,215021.6,213218.2,15.75,15.49,15.62,390896.2,378481.8,28.63,27.49,28.06,363884.8,376570.2,26.66,27.35,27.00,83086.4,102362,6.086,7.435,6.761
BXD68,m,1691,23.90,33,3430,67,7406,68.35,10836,114,6,0,1,11,46.40,4.218,627,285,391,197,130,5,6,5,7,7,-0.3000,1.700,1.700,1.033,16,9,9,1,3,13,23,21.89,11.82,18.90,600,380,0,1,1,0.4100,1.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD68,m,1692,27.40,22,2347,78,6240,72.67,8587,97,16,0,2,9,66.80,7.422,878,381,218,407,110,6,6,7,6,7,1.700,0.7000,1.700,1.367,24,6,1,9,2,12,24.22,23.94,11,19.72,600,600,0,0,0,0.4000,1.460,1584978.4,1633406,29166.6,28871.8,1.840,1.768,1.804,133040.4,144066,8.394,8.820,8.607,169115,180550.6,10.67,11.05,10.86,284563.4,259461.6,17.95,15.88,16.92,485193.6,503077.6,30.61,30.80,30.71,428363.2,449115.4,27.03,27.50,27.26,84702.8,97134.8,5.344,5.947,5.645
BXD68,m,2778,23.60,42,4535,58,5297,53.88,9832,56,26,0,7,7,43.76,6.251,399,422,438,145,138,6,6,5,6,7,-0.3000,0.7000,1.700,0.7000,9,10,22,7,7,36,14.60,9.667,9.200,11.16,600,600,0,0,0,0.4000,1.695,1811974.2,1850940.4,37054.2,36930,2.045,1.995,2.020,179209.8,190563.4,9.890,10.30,10.09,199409,200223.4,11.01,10.82,10.91,311050.2,302986.6,17.17,16.37,16.77,491376.6,488540.6,27.12,26.39,26.76,521360,547178.6,28.77,29.56,29.17,109568.6,121447.8,6.047,6.561,6.304
BXD68,m,2779,26.20,20,2900,80,6779,70.04,9679,97,13,0,1,10,54.64,5.464,628,240,128,124,152,5,6,8,6,7,2.700,0.7000,1.700,1.700,9,4,0,2,8,10,16,12.40,9.500,12.63,600,600,0,0,0,0.5000,1.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD68,m,4445,23.60,25,4260,75,9648,69.37,13908,67,5,0,0,6,41.12,6.853,263,443,277,132,120,7,5,6,7,7,0.7000,1.700,1.700,1.367,9,14,9,2,3,14,16.29,13.20,10.91,13.47,600,600,0,0,0,0.4000,1.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD68,m,4446,22.30,34,5955,66,6912,53.72,12867,106,42,0,1,4,20,5,457,530,244,430,155,5,7,5,4,4,-0.3000,-1.300,-1.300,-0.9667,9,26,9,13,7,29,14.35,20.48,10.33,15.05,600,600,0,0,0,0.4100,1.839,1423588.2,1350259.2,27821.8,24173.6,1.954,1.790,1.872,133288.2,134792.6,9.363,9.983,9.673,165020.2,159188.4,11.59,11.79,11.69,218431.2,194618.8,15.34,14.41,14.88,419974.8,391081.6,29.50,28.96,29.23,412311.2,393772,28.96,29.16,29.06,74562.6,76805.8,5.238,5.688,5.463
BXD69,f,1255,22.10,36,6476,64,7473,53.57,13949,140,63,0,0,3,8.320,2.773,675,285,537,311,261,4,5,4,6,5,-1.300,0.7000,-0.3000,-0.3000,16,14,13,7,14,34,25.57,20.73,11.86,19.39,,,,,,0.4100,1.855,1828041.8,1729486,41877.8,38408.4,2.291,2.221,2.256,143609.2,137642.4,7.856,7.959,7.907,160747.2,159324.2,8.793,9.212,9.003,275927.8,245306,15.09,14.18,14.64,728216.2,624253.2,39.84,36.09,37.97,431451.8,462710,23.60,26.75,25.18,88089.6,100250.2,4.819,5.797,5.308
BXD69,f,1256,20.40,37,6656,63,6194,48.20,12850,139,75,3,5,23,51.68,2.247,707,232,201,119,186,6,5,6,7,5,0.7000,1.700,-0.3000,0.7000,14,7,9,3,13,25,11.82,10.82,8.857,10.50,,,,,,0.4300,2.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD69,f,2082,22.80,49,7146,51,6307,46.88,13453,111,95,1,1,5,57.36,11.47,215,134,368,203,135,5,5,6,6,7,0.7000,0.7000,1.700,1.033,6,6,5,6,5,16,28.31,14.50,10.38,17.73,,,,,,0.4500,1.974,1309460,1395943.4,44876.8,36374,3.427,2.606,3.016,129148.6,136373.4,9.863,9.769,9.816,152050.6,146956.2,11.61,10.53,11.07,261707.4,253742.2,19.99,18.18,19.08,344214.6,387601.4,26.29,27.77,27.03,349690.4,388653.2,26.70,27.84,27.27,72648.4,82617,5.548,5.918,5.733
BXD69,f,2083,21,44,7042,56,5932,45.72,12974,169,83,6,7,4,37.20,9.300,651,429,200,97,78,5,6,6,7,6,0.7000,1.700,0.7000,1.033,19,10,9,2,2,13,11.76,9.700,7.800,9.755,,,,,,0.4200,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD69,f,3966,19.20,40,6596,60,6364,49.10,12960,104,86,7,0,6,27.20,4.533,680,295,207,265,111,5,7,6,6,6,0.7000,0.7000,0.7000,0.7000,30,16,15,24,5,44,9,8.281,8.538,8.607,,,,,,0.4100,2.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD69,f,3967,20.80,46,7996,54,5499,40.75,13495,84,28,0,2,5,53.12,10.62,923,369,424,197,257,5,7,4,5,5,-1.300,-0.3000,-0.3000,-0.6333,38,13,19,10,18,47,15.70,10.94,9.885,12.18,,,,,,0.4100,1.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD69,f,4200,20.90,48,8900,52,6973,43.93,15873,104,149,3,0,3,9.200,3.067,399,272,717,410,136,5,6,5,4,5,-0.3000,-1.300,-0.3000,-0.6333,11,7,15,14,3,32,31.17,18.64,12.36,20.72,,,,,,0.4100,1.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD69,f,4201,19.50,41,8228,59,8170,49.82,16398,123,151,5,0,3,7.440,2.480,674,555,396,495,222,5,4,5,7,6,-0.3000,1.700,0.7000,0.7000,9,12,8,5,4,17,24.75,38.08,18.50,27.11,,,,,,0.4100,2.103,1437832.2,1211238.2,61925.2,48000.8,4.307,3.963,4.135,160913.6,112551.8,11.19,9.292,10.24,162955.8,125664,11.33,10.37,10.85,301034.8,234342.8,20.94,19.35,20.14,323158.6,360260.8,22.48,29.74,26.11,402257.4,321687,27.98,26.56,27.27,87512,56731.8,6.086,4.684,5.385
BXD69,f,7162,18.50,32,5398,69,9146,62.89,14544,114,74,13,0,7,52.56,7.509,480,407,217,301,231,5,5,6,7,5,0.7000,1.700,-0.3000,0.7000,7,13,6,4,10,20,15.50,25.08,12.83,17.81,,,,,,0.3900,2.108,1436092.6,1088216.8,52475.6,37659,3.654,3.461,3.557,130147.2,120942.6,9.063,11.11,10.09,164544.4,136552.6,11.46,12.55,12.00,285372.4,213969,19.87,19.66,19.77,423817.2,263808.6,29.51,24.24,26.88,364871.2,294774.2,25.41,27.09,26.25,67340.2,58169.8,4.689,5.345,5.017
BXD69,f,7163,19.10,34,7618,66,8344,52.27,15962,76,75,0,0,1,5.120,5.120,1051,529,361,357,153,5,6,7,6,6,1.700,0.7000,0.7000,1.033,6,2,2,4,2,8,36.10,29.75,15.30,27.05,,,,,,0.4000,2.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD69,m,1261,24.10,29,4516,71,6931,60.55,11447,107,74,2,7,8,134.6,16.82,311,288,188,210,118,6,6,6,7,7,0.7000,1.700,1.700,1.367,14,8,8,7,3,18,11.75,14,10.73,12.16,600,600,0,0,0,0.3900,1.618,1548070.6,1869787.4,40929.6,60784.6,2.644,3.251,2.947,140952.4,188956,9.105,10.11,9.605,141796.2,201470,9.160,10.78,9.967,295481.4,302758,19.09,16.19,17.64,489349.8,602889.2,31.61,32.24,31.93,398622.8,482119.8,25.75,25.78,25.77,81868,91594.4,5.288,4.899,5.094
BXD69,m,1885,21.70,45,6448,55,5340,45.30,11788,68,65,0,7,11,47.36,4.305,479,456,459,180,140,5,4,5,5,6,-0.3000,-0.3000,0.7000,0.03333,15,12,11,7,5,23,24.16,12,10.77,15.64,600,600,0,0,0,0.4100,1.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD69,m,2825,30.80,75,7394,25,1788,19.47,9182,19,83,0,8,5,56.32,11.26,1800,1277,1514,463,296,4,6,6,5,7,0.7000,-0.3000,1.700,0.7000,0,44,41,13,11,65,30.90,22.05,15.58,22.84,,,,,,0.4400,1.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD69,m,2826,27.10,37,4717,63,6479,57.87,11196,113,96,2,5,6,25.44,4.240,1800,478,696,438,228,2,4,7,5,6,1.700,-0.3000,0.7000,0.7000,0,17,17,12,10,39,27.84,21.90,12.67,20.80,,,,,,0.4300,1.587,1040418,1443391.2,49451,67918.6,4.753,4.705,4.729,130569.8,159433,12.55,11.05,11.80,135944,171523.6,13.07,11.88,12.47,188292.8,249535.2,18.10,17.29,17.69,278474.2,389229,26.77,26.97,26.87,248960.4,379541.4,23.93,26.30,25.11,58176.8,94129,5.592,6.521,6.057
BXD69,m,3643,24.10,38,5770,62,5718,49.77,11488,112,90,4,0,2,0.8800,0.4400,717,352,307,95,155,4,4,6,7,5,0.7000,1.700,-0.3000,0.7000,12,16,17,2,6,25,12.28,9.500,11.07,10.95,600,600,0,0,0,0.4200,1.743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD69,m,3644,25.40,33,5340,67,6807,56.04,12147,140,121,8,9,0,0,0,1800,1212,1800,1800,188,2,5,2,6,6,-3.300,0.7000,0.7000,-0.6333,0,15,0,3,7,10,225,163.6,12.53,133.7,600,65,0,1,1,0.4300,1.693,1196103,1252842.4,58921,56771.6,4.926,4.531,4.729,123966.2,149509.4,10.36,11.93,11.15,150983.2,169102,12.62,13.50,13.06,210157.4,208716.4,17.57,16.66,17.11,373396.6,358291.4,31.22,28.60,29.91,285528.2,314316.2,23.87,25.09,24.48,52071.4,52907,4.353,4.223,4.288
BXD69,m,4060,23.50,42,6467,58,6971,51.88,13438,100,108,0,3,2,14.16,7.080,560,587,384,376,294,5,4,4,7,4,-1.300,1.700,-1.300,-0.3000,8,17,9,12,7,28,22.59,18.80,19.60,20.33,600,600,0,0,0,0.4100,1.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD69,m,4061,26.70,25,3841,75,8918,69.90,12759,164,61,19,11,5,29.20,5.840,1245,720,305,370,585,5,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,21,7,2,5,12,19,30.50,28.46,29.25,29.40,600,600,0,0,0,0.4100,1.536,1399798.2,1411573.8,50586,43136.6,3.614,3.056,3.335,129816.6,130948.2,9.274,9.277,9.275,152017.8,142574.2,10.86,10.10,10.48,275994,259002.2,19.72,18.35,19.03,398205.8,402945.4,28.45,28.55,28.50,363516.2,395056,25.97,27.99,26.98,80247.8,81047.8,5.733,5.742,5.737
BXD69,m,4202,28.10,44,6485,56,5102,44.03,11587,76,98,0,2,2,17.60,8.800,1800,737,659,680,394,6,4,5,5,6,-0.3000,-0.3000,0.7000,0.03333,13,8,14,12,3,29,29.95,34,35.82,33.26,600,600,0,0,0,0.4200,1.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD69,m,4203,27.20,48,6525,52,4791,42.34,11316,68,53,0,2,3,21.84,7.280,547,510,594,585,261,4,4,5,6,5,-0.3000,0.7000,-0.3000,0.03333,13,15,16,5,1,22,24.75,45,29,32.92,255,218,1,1,1,0.3800,1.397,1225415.4,1232017.2,35123.4,41773.8,2.866,3.391,3.128,120824.6,124358.2,9.860,10.09,9.977,118668.2,114347.6,9.684,9.281,9.483,218107.4,219347.2,17.80,17.80,17.80,363202.2,369728.4,29.64,30.01,29.82,341219.8,331985,27.85,26.95,27.40,63393.2,72250.8,5.173,5.864,5.519
BXD70,f,1698,21.50,67,9470,33,3586,27.47,13056,55,28,0,0,3,17.84,5.947,558,997,454,158,233,7,5,6,5,7,0.7000,-0.3000,1.700,0.7000,18,16,5,7,1,13,34.92,10.53,25.89,23.78,,,,,,0.4400,2.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD70,f,1699,20.60,40,4301,60,5469,55.98,9770,57,29,0,6,6,61.52,10.25,487,377,108,279,174,3,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,12,10,2,10,3,15,10.80,15.50,15.82,14.04,,,,,,0.4000,1.942,1384733.6,1547713.4,42890.6,52728.8,3.097,3.407,3.252,132906.2,166527.6,9.598,10.76,10.18,153981.4,175371,11.12,11.33,11.23,232870.2,232841.2,16.82,15.04,15.93,436119.4,498529.4,31.49,32.21,31.85,365879.8,379722.6,26.42,24.53,25.48,62976.6,94721.6,4.548,6.120,5.334
BXD70,f,2090,23.10,47,6371,53,6248,49.51,12619,75,23,0,1,2,15.36,7.680,403,221,218,76,67,5,6,5,6,7,-0.3000,0.7000,1.700,0.7000,14,14,18,3,3,24,8.385,6.909,6.091,7.128,,,,,,0.4400,1.905,1596266.6,1246167.4,43266.2,37945.2,2.710,3.045,2.878,142273.4,103031.2,8.913,8.268,8.590,158617.4,129593.8,9.937,10.40,10.17,306872.6,186518,19.22,14.97,17.10,492653.6,421175.6,30.86,33.80,32.33,415646.4,337877.8,26.04,27.11,26.58,80203.2,67971,5.024,5.454,5.239
BXD70,f,2091,20.90,42,4558,58,4949,52.06,9507,62,16,0,2,4,10.40,2.600,187,221,155,153,207,5,4,6,4,5,0.7000,-1.300,-0.3000,-0.3000,7,13,3,9,12,24,14.09,9,10.35,11.15,,,,,,0.4100,1.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD70,f,3195,22.30,42,6063,58,4914,44.77,10977,65,52,0,1,3,21.12,7.040,712,514,217,187,195,5,7,5,5,5,-0.3000,-0.3000,-0.3000,-0.3000,20,26,9,10,10,29,12.76,10.39,10.83,11.33,,,,,,0.4000,1.794,1293246.8,1079675.4,47976,41937.8,3.710,3.884,3.797,150383.4,126622.4,11.63,11.73,11.68,130963.8,121419.2,10.13,11.25,10.69,226631.4,167024.2,17.52,15.47,16.50,369688.6,285194.4,28.59,26.41,27.50,333322.4,290970.2,25.77,26.95,26.36,82257.2,88445,6.361,8.192,7.276
BXD70,f,3196,22.70,37,3809,63,4850,56.01,8659,31,5,0,2,3,14.64,4.880,384,620,278,200,131,3,6,6,4,5,0.7000,-1.300,-0.3000,-0.3000,13,26,11,11,5,27,14.63,10.53,10.08,11.74,,,,,,0.4400,1.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD70,f,3972,19.50,22,2741,78,7337,72.80,10078,60,5,0,4,1,2.960,2.960,364,148,146,148,95,6,5,5,4,6,-0.3000,-1.300,0.7000,-0.3000,21,9,7,9,5,21,9.733,8.706,7.308,8.582,,,,,,0.4100,2.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD70,f,3973,21.10,29,3751,71,6292,62.65,10043,70,45,0,1,4,15.28,3.820,279,203,118,243,102,4,5,6,6,6,0.7000,0.7000,0.7000,0.7000,12,12,4,13,4,21,9.833,11.57,8.500,9.968,,,,,,0.3900,1.848,1127164.6,941651.8,30616,21839.4,2.716,2.319,2.518,90659,87290.4,8.043,9.270,8.657,118572.4,106208,10.52,11.28,10.90,217118.4,153474.2,19.26,16.30,17.78,332478.2,266431.2,29.50,28.29,28.90,313935.4,274884.2,27.85,29.19,28.52,54401.2,53363.8,4.826,5.667,5.247
BXD70,f,4441,19,28,3823,72,7390,65.91,11213,61,22,0,0,3,13.20,4.400,651,247,238,146,143,5,6,5,5,5,-0.3000,-0.3000,-0.3000,-0.3000,13,7,13,5,10,28,11.33,11.23,7.944,10.17,,,,,,0.3600,1.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD70,f,4442,18.70,29,4245,71,6949,62.08,11194,91,26,0,2,3,21.44,7.147,410,172,229,94,221,7,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,7,7,15,3,16,34,9.957,8.545,9.208,9.237,,,,,,0.3600,1.925,1407640.6,1304582.8,46024.4,40038.8,3.270,3.069,3.169,134535.4,134922.6,9.558,10.34,9.950,164985.2,150767.4,11.72,11.56,11.64,242105.6,228465.4,17.20,17.51,17.36,436275.2,359525.2,30.99,27.56,29.28,359683.6,356662.4,25.55,27.34,26.45,70055.6,74239.8,4.977,5.691,5.334
BXD70,m,1700,23.50,60,8173,40,3410,29.44,11583,58,7,0,0,3,3.840,1.280,342,196,217,122,256,5,6,4,6,7,-1.300,0.7000,1.700,0.3667,15,16,11,8,2,21,11.42,7.625,25.60,14.88,116,443,1,1,1,0.4000,1.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD70,m,1701,26.40,44,6560,56,6462,49.62,13022,88,30,0,0,5,7.200,1.440,567,528,259,253,183,4,6,6,6,5,0.7000,0.7000,-0.3000,0.3667,13,14,5,13,8,26,19.92,12.05,11.44,14.47,600,600,0,0,0,0.4200,1.591,1629759,1643442.6,65046.4,70066,3.991,4.263,4.127,171574.4,171287,10.53,10.42,10.48,188113.6,191570.4,11.54,11.66,11.60,295706.2,295467.8,18.14,17.98,18.06,460491.6,468072,28.26,28.48,28.37,427081.4,434448.6,26.21,26.44,26.32,86791.8,82596.8,5.325,5.026,5.176
BXD70,m,2092,26.70,47,5753,53,5608,49.36,11361,92,38,0,5,1,0.4800,0.4800,444,136,317,79,96,5,6,5,6,6,-0.3000,0.7000,0.7000,0.3667,29,3,11,2,5,18,16.68,7.900,7.385,10.66,600,600,0,0,0,0.4000,1.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD70,m,2093,26.70,42,6491,58,6141,48.61,12632,80,21,0,2,3,1.600,0.5333,476,488,173,113,100,5,5,4,5,5,-1.300,-0.3000,-0.3000,-0.6333,22,14,8,4,7,19,10.81,9.417,6.667,8.965,600,600,0,0,0,0.4200,1.573,1784251,1680956.4,53860.4,47244.2,3.019,2.811,2.915,153303.2,147124.6,8.592,8.752,8.672,183597.8,185898.2,10.29,11.06,10.67,251743,213335.6,14.11,12.69,13.40,628831.6,597994.6,35.24,35.57,35.41,474506.2,441958.6,26.59,26.29,26.44,92269.2,94644.8,5.171,5.630,5.401
BXD70,m,3198,25.50,39,6580,61,7500,53.27,14080,108,17,0,2,4,36.64,9.160,214,193,275,86,87,6,5,6,6,7,0.7000,0.7000,1.700,1.033,5,6,17,2,2,21,11,8.600,8.700,9.433,600,314,0,1,1,0.4200,1.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD70,m,3199,25.10,37,4702,63,5936,55.80,10638,65,26,0,1,3,71.76,23.92,340,171,161,184,96,6,5,6,5,7,0.7000,-0.3000,1.700,0.7000,6,5,5,8,1,14,12.38,11.50,10.67,11.52,401,600,1,0,1,0.3900,1.554,1312016.8,1466964.6,45595,51164.2,3.475,3.488,3.481,149694.2,158570,11.41,10.81,11.11,150570,165499,11.48,11.28,11.38,238348.2,241594.4,18.17,16.47,17.32,345857.8,434564.2,26.36,29.62,27.99,343234.4,382627.2,26.16,26.08,26.12,84312.2,84109.8,6.426,5.734,6.080
BXD70,m,3714,26.50,31,4752,69,7282,60.51,12034,101,44,3,5,0,0,0,355,290,157,117,79,5,5,5,6,5,-0.3000,0.7000,-0.3000,0.03333,8,19,6,7,3,16,11.21,7.800,7.182,8.732,600,600,0,0,0,0.4100,1.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD70,m,3715,28.30,32,5103,68,6196,54.84,11299,103,18,5,5,0,0,0,258,158,206,147,84,5,5,6,4,7,0.7000,-1.300,1.700,0.3667,7,5,15,11,4,30,8.957,7.737,7,7.898,600,70,0,1,1,0.4000,1.413,1345175,1270296,33713,34402.8,2.506,2.708,2.607,112879.6,114971,8.391,9.051,8.721,131126.6,125778.4,9.748,9.902,9.825,227124.2,193139.8,16.88,15.20,16.04,423364.2,402421,31.47,31.68,31.58,367897,340735,27.35,26.82,27.09,82783.4,93250.8,6.154,7.341,6.747
BXD70,m,3974,26.50,45,6690,55,4968,42.61,11658,69,47,0,4,3,8.080,2.693,269,150,155,204,83,5,6,5,5,7,-0.3000,-0.3000,1.700,0.3667,11,8,7,11,1,19,10.33,10.74,9.222,10.10,313,600,1,0,1,0.4100,1.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD70,m,3975,28.30,34,5144,66,5423,51.32,10567,65,30,0,2,3,21.04,7.013,281,350,86,81,85,4,4,6,6,6,0.7000,0.7000,0.7000,0.7000,9,21,3,2,4,9,7.818,8.100,7.083,7.667,600,600,0,0,0,0.4000,1.413,1682656.4,1550999.4,44347.6,50965,2.636,3.286,2.961,193374.2,188867,11.49,12.18,11.83,174655.6,163462.4,10.38,10.54,10.46,279893,265619,16.63,17.13,16.88,483638.4,458515.6,28.74,29.56,29.15,431403,399568.6,25.64,25.76,25.70,119692.2,74966.8,7.113,4.833,5.973
BXD71,m,3525,24.70,36,5831,64,6730,53.58,12561,116,71,4,0,5,38.32,7.664,460,428,118,150,125,5,5,6,7,6,0.7000,1.700,0.7000,1.033,16,17,1,6,3,10,13.11,10.71,11.36,11.73,127,21,1,1,1,0.4000,1.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD71,m,3526,22.20,34,8143,66,9377,53.52,17520,162,31,15,0,2,27.36,13.68,1087,174,158,151,151,7,6,6,6,6,0.7000,0.7000,0.7000,0.7000,47,2,4,7,7,18,13.17,10.07,10.07,11.10,419,71,1,1,1,0.3700,1.667,1468003.2,1604011.4,43465.4,43270.4,2.961,2.698,2.829,122406.2,128827.2,8.338,8.032,8.185,155930.4,176106.8,10.62,10.98,10.80,232324,228538.2,15.83,14.25,15.04,458526.6,521729.6,31.23,32.53,31.88,436477,463386.6,29.73,28.89,29.31,62339,85423,4.247,5.326,4.786
BXD73,f,1268,19.80,16,2223,84,7531,77.21,9754,113,85,0,6,7,74.16,10.59,337,471,312,174,88,6,4,6,6,7,0.7000,0.7000,1.700,1.033,15,23,24,5,5,34,9.750,13.38,6.769,9.968,,,,,,0.3700,1.869,1953212,1768858.2,22088.6,26464.6,1.131,1.496,1.314,181149.8,169191.4,9.274,9.565,9.420,177448.8,160392.6,9.085,9.068,9.076,313619.8,275455.4,16.06,15.57,15.81,720079.2,646637.6,36.87,36.56,36.71,465784.2,423081.6,23.85,23.92,23.88,95130.2,94099.6,4.870,5.320,5.095
BXD73,f,1269,19,23,2737,77,5905,68.33,8642,88,51,0,2,8,60.72,7.590,262,605,609,415,155,5,5,4,6,6,-1.300,0.7000,0.7000,0.03333,5,18,10,9,4,23,33.83,24.41,12.92,23.72,,,,,,0.4300,2.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD73,f,2107,20.90,13,1642,87,7469,81.98,9111,94,61,0,2,6,29.04,4.840,432,145,147,122,116,3,6,7,6,5,1.700,0.7000,-0.3000,0.7000,16,6,8,5,6,19,9.188,9.385,8.286,8.953,,,,,,0.4300,2.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD73,f,2108,18.80,12,1344,88,5878,81.39,7222,67,35,0,1,3,25.52,8.507,358,244,268,110,123,4,6,5,5,6,-0.3000,-0.3000,0.7000,0.03333,15,8,10,3,7,20,14.89,10,8.200,11.03,,,,,,0.3600,1.915,1746286.2,1603568.6,31073,27528,1.779,1.717,1.748,155721.8,150270,8.917,9.371,9.144,159410.4,151348.8,9.129,9.438,9.283,236852.4,169236.2,13.56,10.55,12.06,642317.4,627151,36.78,39.11,37.95,446460,411838,25.57,25.68,25.62,105524.2,93724.6,6.043,5.845,5.944
BXD73,f,2513,22.60,27,5042,73,9135,64.44,14177,67,91,0,3,12,48.48,4.040,152,1012,369,371,259,7,5,6,7,7,0.7000,1.700,1.700,1.367,2,21,4,4,8,16,30.75,30.92,16.19,25.95,,,,,,0.4600,2.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BXD73,f,2514,21.30,7,696,93,6425,90.23,7121,38,37,0,3,10,54.56,5.456,976,384,359,335,100,5,7,5,6,6,-0.3000,0.7000,0.7000,0.3667,9,11,9,6,4,19,21.12,23.93,8.333,17.79,,,,,,0.4500,2.113,1521101,1528933.8,25212.6,20653.2,1.658,1.351,1.504,91158.2,93608.6,5.993,6.122,6.058,145082.6,133194.8,9.538,8.712,9.125,244203,248156,16.05,16.23,16.14,533090.4,558489.6,35.05,36.53,35.79,430100.2,413301.8,28.28,27.03,27.65,77466.6,82183,5.093,5.375,5.234
BXD73,f,4107,18.10,7,802,93,7053,89.79,7855,112,93,0,4,5,31.92,6.384,705,305,408,192,165,4,5,6,6,4,0.7000,0.7000,-1.300,0.03333,7,4,9,4,7,20,24,16,11,17,,,,,,0.3800,2.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
